-122.651348775695, 44.4032739669588, 302.712
-123.09079214851, 44.7774419883644, 63.0172
-123.163371215117, 44.8183666157057, 52.7493
-123.107469072094, 44.8042003985491, 53.8475
-123.136618491351, 44.7174042108913, 54.6552
-123.14422323929, 44.7533819052573, 69.4998
-123.21037457382, 44.8397283717355, 52
-123.192508477617, 44.6114948731016, 63.7675
-123.096087005028, 44.6425256344922, 64.4468
-123.120838219102, 44.6782784682684, 138.766
-123.063346400484, 44.7414642939985, 71.961
-123.207394696902, 44.7626011894385, 65.9139
-123.150010533719, 44.6274599749765, 61.8547
-123.190925888694, 44.7223511438666, 68.5397
-123.082479365775, 44.7007645272471, 66.8101
-123.140096734135, 44.5442615567552, 73.7701
-123.130003747704, 44.5892336747126, 67.9986
-123.176747964795, 44.6517449186735, 87.3519
-123.025717044183, 44.6998650848879, 119.19
-123.205981700059, 44.5467350232429, 74.6518
-123.212342326817, 44.5015380446957, 65
-123.027479104581, 44.6315074655926, 88.2502
-123.039229981831, 44.7857618301866, 74.8252
-123.054103630748, 44.6591653181364, 72.6883
-123.210777725761, 44.4448731760693, 68
