-122.593262198759, 44.6348803744394, 1217.6
-122.586645664254, 44.4974905540795, 1099.18
-122.62163660785, 44.5341428302148, 854.919
-122.645836645967, 44.5665227551441, 796.645
-122.5884227672, 44.8316333905031, 774.31
-122.592580572447, 44.7376416639721, 781.793
-122.592473466358, 44.673331535293, 760.968
-122.64583475526, 44.6182406907952, 718.876
-122.586580032921, 44.5932811653288, 700.612
-122.635844463102, 44.4725310286131, 681.359
-122.639131150336, 44.6548929669305, 669.45
-122.863534741959, 44.3990016157528, 647.308
-122.640707886036, 44.8365803234785, 596.917
-122.884926980428, 44.4349793101187, 593.746
-122.670084992872, 44.4423997095817, 582.162
-122.640861846936, 44.700764527247, 535.095
-122.660760272879, 44.5109821894667, 517.28
-122.633347214105, 44.764175213567, 509.532
-122.970816414289, 44.4423997095817, 495.907
-122.593354573224, 44.419913650603, 481.191
-122.809989045946, 44.3983270339834, 477.852
-122.727580938478, 44.6740061170624, 463.787
-122.688290917871, 44.8199406398342, 444.675
-122.695171575875, 44.4734304709723, 436.184
-122.960130081378, 44.5049109535425, 433.692
